standard_number,title,description,status,version_number,effective_date,reviewed_year,source_name,source_url,authoritative,bis_url
IS 810:1991,IS 810:1991,IS 810:1991,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InZtUzJEUEpGc2hGMStUOUQ0bEF3ZFE9PSIsInZhbHVlIjoicitKRDVEMTdHZ1VZaXUzVW1uWjhMQT09IiwibWFjIjoiMmRiNTU2ZjAwZjNmYmE3NzhlYTk3OTA3NTc1NzZjMDY1MTU2NzY0MmQzNmI1ZGUzMjU1NTIzYWZkNDFjMzQwZSIsInRhZyI6IiJ9&standardNumber=IS%20810:1991
IS 811:1987,IS 811:1987,IS 811:1987,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IitFQStKQnlwdngvcHF5TE5QWXhsUnc9PSIsInZhbHVlIjoiTlVkQjFtbFlneVJTcUMwaTFGc3EzUT09IiwibWFjIjoiMDk0NDBhYjFhMDQ2MDRmZjVlNmI0Y2VlZGUxMmUxNWUwMTM3ODQ5ZDZlY2FmN2YzMGYwMjNkMThmY2NkYWIyOSIsInRhZyI6IiJ9&standardNumber=IS%20811:1987
IS 812,1957,1957,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IldzRXdBOTRBNnl6R0VhWm9rdyt4K1E9PSIsInZhbHVlIjoiS1hBaWpKellIdW9nRzA1ZE9Ga3BuUT09IiwibWFjIjoiZTA5NzQzYjNjMWRlMzA2NDlmNTRkNjY3ZDJjNzU4YmE3NDk3OTEwYTVkYzdlNzgzN2ZiYmJiODI3YjhkZjEwOSIsInRhZyI6IiJ9&standardNumber=IS%20812%20(Part%201):2024
IS 813,1986,1986,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InJ4VzRibjFWMldtclRGQnlRNUxNVFE9PSIsInZhbHVlIjoiS3g2KzloOGhFVEdqTlo0cmIxODk1QT09IiwibWFjIjoiZmYxYzE2MWM5ZTJlODhjZjYwYjMxZTE5OWI3YzE1ZDJiOTQ3MWU3ODM3MmIyY2NkNzcwNjA1YjMyMjFmYTBlNyIsInRhZyI6IiJ9&standardNumber=IS%20813%20(Part%201):2018
IS 814:2004,IS 814:2004,IS 814:2004,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlpYZU9UbEZJYjhqWG5nNVNscDZZN0E9PSIsInZhbHVlIjoiZkZyTkJWY0N2SHArWWRsQ2ltN09YZz09IiwibWFjIjoiMzAxNDdmNzcwZjFlN2FmNWY1ZjAxYWY5MzE0OGM1NWM0NDllMjBhOTg1MWFkODhhOWE2ODljMDlkYjlkM2U4NyIsInRhZyI6IiJ9&standardNumber=IS%20814:2004
IS 816:1969,IS 816:1969,IS 816:1969,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlN5Nlpvc21VTmpYMVNWYVZBbDNLQ0E9PSIsInZhbHVlIjoieVNFMXJVMEVuaE1YYXZIaTdsKzdJdz09IiwibWFjIjoiNjZhNTRjNzY0NDc5ZTNjOTliY2VhYTViNTdkNjc2MWRhMzVlNDY4NTQwZjRjNWMwM2Q1MDMwZDQ2ZmRhYjM4MSIsInRhZyI6IiJ9&standardNumber=IS%20816:1969
IS 817,IS 817,IS 817,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImpNM29ackVYTXJlN1c0eGJIREtNT3c9PSIsInZhbHVlIjoib2RJK0hzbWh1NEtWaEJrWmROTGV4Zz09IiwibWFjIjoiODIyNDBmOTNhYzVkZjdhZGRiMThkNzc2Yjg4YmM1OGVlYmI5ZDNjNmMyZTQ1ZGMwNWNlZTViNmIyYmNkNGI1OSIsInRhZyI6IiJ9&standardNumber=IS%20817%20(Part%201):1992
IS 817:1966,IS 817:1966,IS 817:1966,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InN2TTFLS05mSXAza2RUMWdXSm9CWnc9PSIsInZhbHVlIjoiUnhva3IwT2RqcTdmZDNxaERVTVBNZz09IiwibWFjIjoiZDlkYWExYjMzN2MzZmVkMzM5NTY1NmU2MGFjOWVlZDkwY2ZlNDE0ZjAzZmFjNGNkNWFiNDc4Nzg2MjUzYzNjZSIsInRhZyI6IiJ9&standardNumber=IS%20817:1966
IS 818:1968,IS 818:1968,IS 818:1968,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjVrTHdyWGxjUm9Eb0ZkeHU1R210RFE9PSIsInZhbHVlIjoicUg5Z0R4bC9FTERWU3RlRVc3eHFvZz09IiwibWFjIjoiOTgxOTMyZWY5YTBiOGJjNjQ1YWExMGJlMjM1YmZmMTVkMDgzOGViNzBlNzhmNjM4NGM2ZDUxNjc2OTRiYTUzZCIsInRhZyI6IiJ9&standardNumber=IS%20818:1968
IS 819:1957,IS 819:1957,IS 819:1957,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InUvK1dGMWxwZDBCWjlSdWJXaDNzN2c9PSIsInZhbHVlIjoiS0lpeFpiNjl5b2g3NkREYTZQOWtyZz09IiwibWFjIjoiMmVjNjBiYTUzYzY5YjBlNzQwOWQ1N2U3ZmNmYmVhYjk3ZTk2ZWY5MGE0OTY1Yjc1OGY3YTc2Y2Q0MTY3NWQ1YSIsInRhZyI6IiJ9&standardNumber=IS%20819:1957
IS 81:1989,IS 81:1989,IS 81:1989,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImNYdjNveWF3QTFLS1BTUHJITUFkRFE9PSIsInZhbHVlIjoiNlE0QkFKREIyRXlWcjFYUk03VHM4Zz09IiwibWFjIjoiM2MwZDE4NzcxMmNjMGNlZThmYjRiMDU5ZjhkOTNhYzNjNGU1MTI5ZDBkOTRhZmQ0MTEzODhiZjFkMWNjYjlkNiIsInRhZyI6IiJ9&standardNumber=IS%2081:1989
IS 822:1970,IS 822:1970,IS 822:1970,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImY5VkV0Uit2K2VHOTFtYlNoM3YzQnc9PSIsInZhbHVlIjoicUFMYlJZaHYyTCs1Zkhta0hSYjJuZz09IiwibWFjIjoiNjMyYWVkNWEwNzYzODcxODZmMDY5YjEwOTc5OTY5MWE3NjIyYzExOGVmOTQ0MThjYTczYzNkYjU3NThiYTJjOSIsInRhZyI6IiJ9&standardNumber=IS%20822:1970
IS 824:2021,IS 824:2021,IS 824:2021,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlRaSldtM0drMU8xQUE4WWt1Y3loMWc9PSIsInZhbHVlIjoiMFY0SzlYbDd6OEVxV1ZJRVRXK2JxZz09IiwibWFjIjoiYzhkNGIyOWI1OGUzY2QzOTRiNGI2ZmU3NTk3ZTFlNTA2OGNlYTIwYTUzZjBmMmJhZmIwY2E2YjIzZTgzODI4OCIsInRhZyI6IiJ9&standardNumber=IS%20824:2021
IS 82:1973,IS 82:1973,IS 82:1973,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InJUWkVSUmxjN2xXR0N5eE5yeTR0V3c9PSIsInZhbHVlIjoiTFVNWDBrTkFCQTVrY3RyRmJVeUFJUT09IiwibWFjIjoiNzIxYTQ0ODg5Y2EyNWQyOTQyNmU0YjNmMDc4MDk0OWZlNDYwYzMzNTA3YmI4NTFmODkzZTVhMjNjMGMzY2M0MyIsInRhZyI6IiJ9&standardNumber=IS%2082:1973
IS 82:2026,IS 82:2026,IS 82:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlpkRnJNK1BldXhMWTUyZlFlRXhUNHc9PSIsInZhbHVlIjoia1dibVZxMi9CdzlxMExCdVpab1owZz09IiwibWFjIjoiZmFiYWUyMDQ1MDdlMDhmNDM2NTgwNGY3YzkwY2VlNDU2ZDI5MDY1MDc4ZjFjNzJmNTYxMzZjYTBiNmU3MTEzMSIsInRhZyI6IiJ9&standardNumber=IS%2082:2026
IS 8:1994,IS 8:1994,IS 8:1994,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkZhSE5OVHVDMUpHMTRyQjNQTUNTeWc9PSIsInZhbHVlIjoiUUhnbW1RRHp3a1Y2bmJNKzI3d2tvQT09IiwibWFjIjoiODUwNjRhMTdkNTZhODZlYzQyZDg0MWE2NzZmNjNjZDgyZWE0NjI2MzY2ZWE5YzdhOTY4ZGE4NzE3NzI2N2UyYSIsInRhZyI6IiJ9&standardNumber=IS%208:1994
